"Dis.No" "Year" "Seq" "Glide" "Disaster.Group" "Disaster.Subgroup" "Disaster.Type" "Disaster.Subtype" "Disaster.Subsubtype" "Event.Name" "Country" "ISO" "Region" "Continent" "Location" "Origin" "Associated.Dis" "Associated.Dis2" "OFDA.Response" "Appeal" "Declaration" "AID.Contribution...000.US.." "Dis.Mag.Value" "Dis.Mag.Scale" "Latitude" "Longitude" "Local.Time" "River.Basin" "Start.Year" "Start.Month" "Start.Day" "End.Year" "End.Month" "End.Day" "Total.Deaths" "No.Injured" "No.Affected" "No.Homeless" "Total.Affected" "Reconstruction.Costs...000.US.." "Reconstruction.Costs..Adjusted...000.US.." "Insured.Damages...000.US.." "Insured.Damages..Adjusted...000.US.." "Total.Damages...000.US.." "Total.Damages..Adjusted...000.US.." "CPI" "Adm.Level" "Admin1.Code" "Admin2.Code" "Geo.Locations"
"1997-9244-IDN" 1997 9244 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Irian Jaya Province" "El Nino" "Wildfire" "Famine" "" "No" "No" 12741 4891 "Km2" "" "" "" "" 1997 9 NA 1997 11 NA 672 NA 1065000 NA 1065000 NA NA NA NA 88000 148554 59.23786573 "" "" "" ""
"1997-9099-NER" 1997 9099 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Niger (the)" "NER" "Western Africa" "Africa" "" "" "Food shortage" "Famine" "" "Yes" "No" NA NA "Km2" "" "" "" "" 1997 4 NA 1998 NA NA NA NA 8500 NA 8500 NA NA NA NA NA NA 59.23786573 "" "" "" ""
"1997-9100-MRT" 1997 9100 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Mauritania" "MRT" "Western Africa" "Africa" "Brakna, Tagant, Assaba, Adrar and Inchiri regions" "" "Crop failure" "Famine" "Yes" "Yes" "No" NA NA "Km2" "" "" "" "" 1997 3 NA 1998 NA NA NA NA 21400 NA 21400 NA NA NA NA NA NA 59.23786573 "" "" "" ""
"1997-0095-IRN" 1997 95 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "Birjand, Qayer (Khorasan)" "" "Slide (land, mud, snow, rock)" "" "Yes" "No" "No" 34407 7 "Richter" "33.825 N" "59.809 E" "11:27" "" 1997 5 10 1997 5 10 1568 2600 72000 NA 74600 NA NA NA NA 100000 168811 59.23786573 "" "" "" ""
"1997-0030-PAK" 1997 30 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Pakistan" "PAK" "Southern Asia" "Asia" "Harnai (Sibi district, Baluchistan Province)" "" "Slide (land, mud, snow, rock)" "" "" "No" "Yes" NA 6 "Richter" "29.976 N" "68.208 E" "02:08" "" 1997 2 28 1997 2 28 50 100 NA 10000 10100 NA NA NA NA NA NA 59.23786573 "" "" "" ""
"1997-9023-ECU" 1997 9023 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Ecuador" "ECU" "South America" "Americas" "Celica, Macara, Puyango, Pindal, Sozoranga, Zapotillo counties (Loja province), Arenillas, Las Lajas, Huaquillas counties (El Oro province)" "Lack rainfall" "" "" "" "No" "Yes" 89 NA "Km2" "" "" "" "" 1997 2 NA 1997 NA NA NA NA 34000 NA 34000 NA NA NA NA NA NA 59.23786573 "" "" "" ""
"1997-9091-ETH" 1997 9091 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Ethiopia" "ETH" "Eastern Africa" "Africa" "Borena, Bale (Oromiya state) South Ome zone, Somali state" "" "" "" "" "No" "No" NA NA "Km2" "" "" "" "" 1997 2 NA 1997 NA NA NA NA 986200 NA 986200 NA NA NA NA NA NA 59.23786573 "" "" "" ""
"1997-0159-FRA" 1997 159 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "France" "FRA" "Western Europe" "Europe" "Near Marseille" "" "" "" "" "" "" NA 3000 "Km2" "" "" "" "" 1997 7 26 1997 7 26 NA 9 1250 NA 1259 NA NA NA NA NA NA 59.23786573 "" "" "" ""
"1997-9105-FRA" 1997 9105 "" "Natural" "Climatological" "Drought" "Drought" "" "" "France" "FRA" "Western Europe" "Europe" "" "" "" "" "" "No" "No" NA NA "Km2" "" "" "" "" 1997 4 NA 1997 NA NA NA NA NA NA NA NA NA NA NA 10000 16881 59.23786573 "" "" "" ""
"1997-9074-GUY" 1997 9074 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Guyana" "GUY" "South America" "Americas" "Rupununi Region" "El Nino" "" "" "" "No" "Yes" 1714 NA "Km2" "" "" "" "" 1997 7 NA 1998 NA NA NA NA 607200 NA 607200 NA NA NA NA 29000 48955 59.23786573 "" "" "" ""
"1997-9305-HND" 1997 9305 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Honduras" "HND" "Central America" "Americas" "Choluteca, Valle, Francisco Morazan, El Paraíso, Comayagua department" "" "" "" "" "No" "No" 10 NA "Km2" "" "" "" "" 1997 12 NA 1997 NA NA NA NA NA NA NA NA NA NA NA NA NA 59.23786573 "" "" "" ""
"1997-0157-HRV" 1997 157 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Croatia" "HRV" "Southern Europe" "Europe" "Hvar Is." "" "" "" "" "" "" NA 30 "Km2" "" "" "" "" 1997 7 29 1997 7 29 NA NA NA NA NA NA NA NA NA NA NA 59.23786573 "" "" "" ""
"1997-0240-IDN" 1997 240 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Parepare (city) Level 1 = Sulawesi Selatan" "" "" "" "" "No" "No" NA 6 "Richter" "4.00 S" "119.40 E" "9:38" "" 1997 9 28 1997 9 28 20 300 2805 NA 3105 NA NA NA NA 1100 1857 59.23786573 "" "" "" ""
"1997-0012-IDN" 1997 12 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Mt. Merapi" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Boyolali, Klaten, Magelang - Level 1 = Jawa Tengah and Yogyakarta" "" "" "" "" "No" "No" NA NA "" "7.32 S" "110.26 E" "" "" 1997 1 17 1997 1 17 1 NA 3000 NA 3000 NA NA NA NA NA NA 59.23786573 "" "" "" ""
"1997-0220-IDN" 1997 220 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Sumatra & Kalimantan" "" "" "" "" "" "" 12542 800 "Km2" "" "" "" "" 1997 9 NA 1997 9 NA 240 70 32000 NA 32070 NA NA NA NA 8000000 13504875 59.23786573 "" "" "" ""
"1997-0115-IND" 1997 115 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "India" "IND" "Southern Asia" "Asia" "Jabalpur (Madhya Pradesh)" "" "" "" "" "No" "No" NA 6 "Richter" "23.083 N" "80.041 E" "04:22" "" 1997 5 22 1997 5 22 43 1500 125000 30000 156500 NA NA NA NA 37000 62460 59.23786573 "" "" "" ""
"1997-0017-IRN" 1997 17 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "Bojnurd, Shirvan area (Khorasan)" "" "" "" "" "No" "No" 452 6 "Richter" "37.661 N" "57.291 E" "14:07" "" 1997 2 4 1997 2 4 100 2000 55000 27500 84500 NA NA NA NA 30000 50643 59.23786573 "" "" "" ""
"1997-0035-IRN" 1997 35 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "Ardabil region" "" "" "" "Yes" "No" "No" 4211 6 "Richter" "38.075 N" "48.050 E" "16:31" "" 1997 2 28 1997 2 28 1100 2600 NA 36000 38600 NA NA NA NA 76000 128296 59.23786573 "" "" "" ""
"1997-0533-IRN" 1997 533 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "Birjand-Qayen area" "" "" "" "" "No" "No" NA 6 "Richter" "33.938 N" "71.872 W" "" "" 1997 6 25 1997 6 25 NA NA 25000 500 25500 NA NA NA NA NA NA 59.23786573 "" "" "" ""
"1997-0228-ITA" 1997 228 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Italy" "ITA" "Southern Europe" "Europe" "Umbria, Marche regions" "" "" "" "" "No" "No" NA 6 "Richter" "43.0 N" "13.0 E" "1:33" "" 1997 9 26 1997 10 3 14 100 NA 38000 38100 NA NA 4100 6921 4524900 7638526 59.23786573 "" "" "" ""
"1997-9105-ITA" 1997 9105 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Italy" "ITA" "Southern Europe" "Europe" "" "" "" "" "" "No" "No" NA NA "Km2" "" "" "" "" 1997 4 NA 1997 NA NA NA NA NA NA NA NA NA NA NA 800000 1350488 59.23786573 "" "" "" ""
"1997-0206-KAZ" 1997 206 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Kazakhstan" "KAZ" "Central Asia" "Asia" "Kokpektynsky, Ulansky, Ziryanovsky, Kurchumsky, Zaisansky & Katon-Karagaisky" "" "" "" "" "" "" NA 110 "Km2" "" "" "" "" 1997 8 17 1997 8 17 NA NA 8000 NA 8000 NA NA NA NA NA NA 59.23786573 "" "" "" ""
"1997-0028-KGZ" 1997 28 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Kyrgyzstan" "KGZ" "Central Asia" "Asia" "Ak-Tala district (Naryn region)" "" "" "" "" "No" "No" NA 7 "Richter" "41.4 N" "74.20 E" "" "" 1997 1 9 1997 1 9 NA NA 1200 30 1230 NA NA NA NA 2000 3376 59.23786573 "" "" "" ""
"1997-0071-MEX" 1997 71 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Mexico" "MEX" "Central America" "Americas" "Arteaga area (Michoacan)" "" "" "" "" "No" "No" NA 7 "Richter" "17.31 N" "101.16 W" "14:28" "" 1997 1 12 1997 1 12 1 NA 5000 NA 5000 NA NA NA NA NA NA 59.23786573 "" "" "" ""
"1997-0116-MEX" 1997 116 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Mexico" "MEX" "Central America" "Americas" "Arteaga, Patzcuaro, Michoacan" "" "" "" "" "No" "No" NA 6 "Richter" "18 N" "102.5 W" "1:50" "" 1997 5 22 1997 5 22 NA NA 12000 NA 12000 NA NA NA NA NA NA 59.23786573 "" "" "" ""
"1997-0339-MEX" 1997 339 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Popocatepelt" "Mexico" "MEX" "Central America" "Americas" "Popocatepelt" "" "" "" "" "No" "No" NA NA "" "19.02 N" "98.38 W" "" "" 1997 7 1 1997 7 1 20 NA NA NA NA NA NA NA NA NA NA 59.23786573 "" "" "" ""
"1997-0050-MSR" 1997 50 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Soufriere" "Montserrat" "MSR" "Caribbean" "Americas" "Plymouth" "" "" "" "" "No" "No" 81743 NA "" "16.45 N" "62.14 W" "" "" 1997 6 25 1997 6 25 32 NA 4000 NA 4000 NA NA NA NA 8000 13505 59.23786573 "" "" "" ""
"1997-0220-MYS" 1997 220 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Malaysia" "MYS" "South-Eastern Asia" "Asia" "" "" "" "" "" "No" "No" NA NA "Km2" "" "" "" "" 1997 8 21 1997 11 20 NA NA NA NA NA NA NA NA NA 300000 506433 59.23786573 "" "" "" ""
"1997-9227-NIC" 1997 9227 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Nicaragua" "NIC" "Central America" "Americas" "Mozonte, Ocotal, Santa Maria de Macuelito, San Lucas, Somoto, Yalaguina, Achuapa, Santa Rosa del Penon, Palacaguina, Totogalpa, San Juan de Limay, San Nicolas, Larreynaga, El Sauce, El Jicaral, San Francisco, San Pedro, Villanueva, Santo Tomas, Somototill" "El Nino" "" "" "" "Yes" "No" 164 134 "Km2" "" "" "" "" 1997 9 NA 1997 NA NA NA NA 290000 NA 290000 NA NA NA NA 2000 3376 59.23786573 "" "" "" ""
"1997-0210-PER" 1997 210 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Peru" "PER" "South America" "Americas" "Machu Picchu" "" "" "" "" "" "" NA 6 "Km2" "" "" "" "" 1997 9 7 1997 9 7 NA NA 1000 NA 1000 NA NA NA NA NA NA 59.23786573 "" "" "" ""
"1998-0385-IRN" 1998 385 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "Tabriz (Fars Province)" "" "Slide (land, mud, snow, rock)" "" "" "" "" NA 5 "Richter" "27.791" "53.608" "16:33" "" 1998 11 13 1998 11 13 5 105 4250 NA 4355 NA NA NA NA NA NA 60.15741089 "" "" "" ""
"1998-0403-IDN" 1998 403 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Halmahera Tengah (Sula Isl., Maluku); Ma,gole, Manado, Taliabu" "" "Tsunami/Tidal wave" "" "" "" "" NA 8 "Richter" "-2.071" "124.891" "22:10" "" 1998 11 29 1998 11 29 33 88 3800 2560 6448 NA NA 50000 83115 200000 332461 60.15741089 "" "" "" ""
"1998-0230-GRC" 1998 230 "" "Natural" "Climatological" "Wildfire" "Land fire (Brush, Bush, Pasture)" "" "" "Greece" "GRC" "Southern Europe" "Europe" "Central, North and South" "" "Heat wave" "" "" "No" "No" NA NA "Km2" "" "" "" "" 1998 6 NA 1998 8 NA 14 NA NA 300 300 NA NA NA NA 675000 1122056 60.15741089 "" "" "" ""
"1998-0124-MEX" 1998 124 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Mexico" "MEX" "Central America" "Americas" "Chipias, Oaxaca, Chimalapas, Puebla, Veracruz" "" "Heat wave" "" "Yes" "No" "No" NA 2448 "Km2" "" "" "" "" 1998 4 1 1998 6 26 50 NA NA NA NA NA NA NA NA 8000 13298 60.15741089 "" "" "" ""
"1998-0122-CRI" 1998 122 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Arenal" "Costa Rica" "CRI" "Central America" "Americas" "" "" "" "" "" "No" "No" NA NA "" "10.50 N" "84.70 E" "" "" 1998 5 5 1998 5 5 NA NA 450 NA 450 NA NA NA NA NA NA 60.15741089 "" "" "" ""
"1998-0353-ECU" 1998 353 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Ecuador" "ECU" "South America" "Americas" "Canoa, Bahia de Caraquez, San Vicente, Bricenio, Jama, Chone, Santa Ana, Portoviejo, Montecristi, Manta, Charapoto, San Clemente, San Jacinto (Manabi province)" "" "" "" "" "Yes" "" 293 7 "Richter" "-0.593" "-80.393" "13:59" "" 1998 8 4 1998 8 4 3 40 1250 750 2040 NA NA NA NA NA NA 60.15741089 "" "" "" ""
"1998-0231-ESP" 1998 231 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Spain" "ESP" "Southern Europe" "Europe" "Catalonia" "" "" "" "" "No" "No" NA 270 "Km2" "" "" "" "" 1998 7 NA 1998 7 NA NA NA 600 NA 600 NA NA NA NA 42108 69996 60.15741089 "" "" "" ""
"1998-0083-GNB" 1998 83 "" "Natural" "Climatological" "Wildfire" "Land fire (Brush, Bush, Pasture)" "" "" "Guinea-Bissau" "GNB" "Western Africa" "Africa" "Gabu region" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1998 2 16 1998 2 16 3 NA 1200 300 1500 NA NA NA NA NA NA 60.15741089 "" "" "" ""
"1998-0170-GTM" 1998 170 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Pacaya" "Guatemala" "GTM" "Central America" "Americas" "Near Guatemala City" "" "" "" "" "No" "No" NA NA "" "14.40 N" "90.60 W" "" "" 1998 5 20 1998 5 20 NA NA 600 NA 600 NA NA NA NA NA NA 60.15741089 "" "" "" ""
"1998-0218-IDN" 1998 218 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Mt. Merapi" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Jawa Tengah and Yogyakarta" "" "" "" "" "No" "No" NA NA "" "7.50 S" "110.4 E" "" "" 1998 7 11 1998 7 11 NA NA 6000 NA 6000 NA NA NA NA NA NA 60.15741089 "" "" "" ""
"1998-0057-IDN" 1998 57 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Kalimatan Province (Borneo Isl.)" "" "" "" "" "No" "No" 11730 4428 "Km2" "" "" "" "" 1998 3 NA 1998 4 NA 3 NA 2000 NA 2000 NA NA NA NA 1300000 2160997 60.15741089 "" "" "" ""
"1998-0043-IRN" 1998 43 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "Golbaft (Kerman)" "" "" "" "" "" "" NA 7 "Richter" "30.154" "57.605" "23:12" "" 1998 3 14 1998 3 14 5 50 1450 NA 1500 NA NA NA NA NA NA 60.15741089 "" "" "" ""
"1998-0084-IRN" 1998 84 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "Birjand, Gonobad area" "" "" "" "" "" "" NA 6 "Richter" "32.457" "59.976" "19:23" "" 1998 4 10 1998 4 10 12 30 2905 NA 2935 NA NA NA NA NA NA 60.15741089 "" "" "" ""
"1998-0078-ITA" 1998 78 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Italy" "ITA" "Southern Europe" "Europe" "Gualdo Tadino-Nocera Umbra area (Central)" "" "" "" "" "" "" NA 5 "Richter" "43.164" "12.701" "09:26" "" 1998 4 3 1998 4 3 NA 5 900 NA 905 NA NA NA NA NA NA 60.15741089 "" "" "" ""
"1998-0389-MEX" 1998 389 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Mount Colima, Mount Popocatepel" "Mexico" "MEX" "Central America" "Americas" "" "" "" "" "" "No" "No" NA NA "" "19.50 N" "103.60 W" "" "" 1998 11 22 1998 11 22 NA NA 758 NA 758 NA NA NA NA NA NA 60.15741089 "" "" "" ""
"1998-0057-MYS" 1998 57 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Malaysia" "MYS" "South-Eastern Asia" "Asia" "" "" "" "" "" "No" "No" NA NA "Km2" "" "" "" "" 1998 3 4 1998 5 30 NA NA NA NA NA NA NA NA NA 2000 3325 60.15741089 "" "" "" ""
"1998-0088-PHL" 1998 88 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Philippines (the)" "PHL" "South-Eastern Asia" "Asia" "Quezeon & Rizal" "" "" "" "Yes" "" "" NA 200 "Km2" "" "" "" "" 1998 4 2 1998 4 2 2 NA 300 NA 300 NA NA NA NA NA NA 60.15741089 "" "" "" ""
"1994-0342-RUS" 1994 342 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Russian Federation (the)" "RUS" "Eastern Europe" "Europe" "Iturup, Kunashir, Shikotan, Kuril Isl." "" "Tsunami/Tidal wave" "" "" "No" "No" 1270 8 "Richter" "45.10 N" "147.51 E" "22:22" "" 1994 10 4 1994 10 4 11 242 NA 2100 2342 NA NA NA NA NA NA 54.70169254 "" "" "" ""
"1994-0212-PNG" 1994 212 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Rabaul" "Papua New Guinea" "PNG" "Melanesia" "Oceania" "Eastern New Britain" "" "" "" "Yes" "" "" 1732 NA "" "-4.271" "152.203" "" "" 1994 9 19 1994 9 19 5 2 106000 46000 152002 NA NA NA NA 110000 201091 54.70169254 "" "" "" ""
"1994-9162-PRI" 1994 9162 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Puerto Rico" "PRI" "Caribbean" "Americas" "" "" "" "" "" "No" "No" NA NA "Km2" "" "" "" "" 1994 7 NA 1994 9 NA NA NA NA NA NA NA NA NA NA 2000 3656 54.70169254 "" "" "" ""
"1994-9162-SLV" 1994 9162 "" "Natural" "Climatological" "Drought" "Drought" "" "" "El Salvador" "SLV" "Central America" "Americas" "" "" "" "" "" "No" "No" NA NA "Km2" "" "" "" "" 1994 7 NA 1994 9 NA NA NA NA NA NA NA NA NA NA 1000 1828 54.70169254 "" "" "" ""
"1994-0599-USA" 1994 599 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Eureka" "" "" "" "" "No" "No" NA 5 "Richter" "34.17 N" "118.27 W" "" "" 1994 12 26 1994 12 26 NA NA 225 NA 225 NA NA NA NA 2100 3839 54.70169254 "" "" "" ""
"1994-0149-USA" 1994 149 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Los Angeles" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1994 6 27 1994 6 27 NA 2 200 30 232 NA NA NA NA 2000 3656 54.70169254 "" "" "" ""
"1994-0154-USA" 1994 154 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Colorado" "" "" "" "" "" "" NA 607 "Km2" "" "" "" "" 1994 7 6 1994 7 6 13 NA NA NA NA NA NA NA NA NA NA 54.70169254 "" "" "" ""
"1994-0192-USA" 1994 192 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "California, Montana, Iadaho, Oregon, Utah, Nevada, Washington states" "" "" "" "" "" "" NA 10000 "Km2" "" "" "" "" 1994 8 6 1994 8 6 NA NA 1200 NA 1200 NA NA NA NA NA NA 54.70169254 "" "" "" ""
"1995-0097-RUS" 1995 97 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Russian Federation (the)" "RUS" "Eastern Europe" "Europe" "Neftegorsk (Sakhalin Island)" "" "" "" "" "No" "No" 4994 8 "Richter" "52.5 N" "142.9 E" "01:00" "" 1995 5 27 1995 5 27 1989 750 NA NA 750 NA NA NA NA 64100 113983 56.23630002 "" "" "" ""
"1995-0148-THA" 1995 148 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Thailand" "THA" "South-Eastern Asia" "Asia" "ChiangRai" "" "" "" "" "No" "No" NA 7 "Richter" "21.966 N" "99.196 E" "04:47" "" 1995 7 12 1995 7 12 NA NA NA NA NA NA NA NA NA NA NA 56.23630002 "" "" "" ""
"1995-0233-TUR" 1995 233 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Turkey" "TUR" "Western Asia" "Asia" "Dinar, Evciler" "" "" "" "Yes" "No" "No" 1981 6 "Richter" "38.0 N" "30.1 E" "17:57" "" 1995 10 1 1995 10 1 94 240 120000 40000 160240 NA NA NA NA 205800 365956 56.23630002 "" "" "" ""
"1995-9436-ZAF" 1995 9436 "" "Natural" "Climatological" "Drought" "Drought" "" "" "South Africa" "ZAF" "Southern Africa" "Africa" "Nebo District (Northern provinces)" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1995 12 NA 1995 NA NA NA NA 300000 NA 300000 NA NA NA NA NA NA 56.23630002 "" "" "" ""
"1995-9268-ZMB" 1995 9268 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Zambia" "ZMB" "Eastern Africa" "Africa" "Southern, Western, Central & Eastern Lusaka Provinces" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1995 8 NA 1995 NA NA NA NA 1273204 NA 1273204 NA NA NA NA NA NA 56.23630002 "" "" "" ""
"1996-9326-TZA" 1996 9326 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Tanzania, United Republic of" "TZA" "Eastern Africa" "Africa" "Lake Victoria, North East, Coastal Region" "" "Food shortage" "Water shortage" "" "No" "No" NA NA "Km2" "" "" "" "" 1996 NA NA 2000 NA NA NA NA 3000000 NA 3000000 NA NA NA NA NA NA 57.88470588 "" "" "" ""
"1996-9089-RWA" 1996 9089 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Rwanda" "RWA" "Eastern Africa" "Africa" "Ginkongoro" "" "Food shortage" "Famine" "" "Yes" "No" NA NA "Km2" "" "" "" "" 1996 12 NA 1997 NA NA NA NA 82000 NA 82000 NA NA NA NA NA NA 57.88470588 "" "" "" ""
"1996-0461-TUR" 1996 461 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Turkey" "TUR" "Western Asia" "Asia" "Corum-Amasya" "" "Slide (land, mud, snow, rock)" "" "" "No" "No" NA NA "Richter" "40.754 N" "35.340 E" "" "" 1996 8 14 1996 8 14 NA 6 17000 9000 26006 NA NA NA NA 30000 51827 57.88470588 "" "" "" ""
"1996-0238-PNG" 1996 238 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Tavurvur" "Papua New Guinea" "PNG" "Melanesia" "Oceania" "Rabaul Town" "" "" "" "" "No" "No" NA NA "" "4.3 S" "152.2 E" "" "" 1996 10 6 1996 10 6 NA NA 300 NA 300 NA NA NA NA NA NA 57.88470588 "" "" "" ""
"1996-0300-PNG" 1996 300 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Manam" "Papua New Guinea" "PNG" "Melanesia" "Oceania" "Manam Isl." "" "" "" "" "" "" NA NA "" "-4.08" "145.037" "" "" 1996 12 4 1996 12 4 4 29 1500 NA 1529 NA NA NA NA NA NA 57.88470588 "" "" "" ""
"1996-0100-RUS" 1996 100 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Russian Federation (the)" "RUS" "Eastern Europe" "Europe" "Irkoutz (Siberia)" "" "" "" "" "No" "No" NA 80000 "Km2" "" "" "" "" 1996 5 NA 1996 5 NA 19 NA NA 600 600 NA NA NA NA NA NA 57.88470588 "" "" "" ""
"1996-9220-SDN" 1996 9220 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Sudan (the)" "SDN" "Northern Africa" "Africa" "Beja (Red Sea state)" "" "" "" "" "No" "No" NA NA "Km2" "" "" "" "" 1996 12 NA 1996 NA NA NA NA 160000 NA 160000 NA NA NA NA NA NA 57.88470588 "" "" "" ""
"1996-0175-TUR" 1996 175 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Turkey" "TUR" "Western Asia" "Asia" "Near Marmaris" "" "" "" "" "" "" NA 15 "Km2" "" "" "" "" 1996 7 31 1996 7 31 NA NA 500 NA 500 NA NA NA NA NA NA 57.88470588 "" "" "" ""
"1996-0452-USA" 1996 452 "" "Natural" "Climatological" "Wildfire" "Land fire (Brush, Bush, Pasture)" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Texas, Kensas, Oklahoma" "" "" "" "" "" "" NA 1000 "Km2" "" "" "" "" 1996 2 24 1996 2 24 1 50 NA NA 50 NA NA NA NA NA NA 57.88470588 "" "" "" ""
"1997-0147-VEN" 1997 147 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Venezuela (Bolivarian Republic of)" "VEN" "South America" "Americas" "Cariaco, Casanai, Cumana" "" "Slide (land, mud, snow, rock)" "" "" "No" "No" 251 7 "Richter" "10.598 N" "63.486 W" "15:24" "" 1997 7 9 1997 7 9 80 683 NA 3500 4183 NA NA NA NA 81000 136737 59.23786573 "" "" "" ""
"1997-0539-VUT" 1997 539 "" "Natural" "Geophysical" "Earthquake" "Tsunami" "" "" "Vanuatu" "VUT" "Melanesia" "Oceania" "Santa Cruz Isl.(archip.)" "Earthquake" "Tsunami/Tidal wave" "" "" "" "" NA 8 "Richter" "-12.584" "166.676" "" "" 1997 4 21 1997 4 21 NA NA NA NA NA NA NA NA NA NA NA 59.23786573 "" "" "" ""
